"Código do Produto","Código do Tipo","Código da Apresentação","Código do Sabor","Valor da Caixa"
"ZL.P03.0043-1","ZL","P03","0043-1",59.01
"ZL.P03.0044-0","ZL","P03","0044-0",91.24
"ZL.P03.0045-8","ZL","P03","0045-8",97.30
"ZL.P03.0046-7","ZL","P03","0046-7",62.90
"ZL.P03.0047-6","ZL","P03","0047-6",121.66
"ZL.P03.0048-5","ZL","P03","0048-5",109.42
"ZL.P03.0049-4","ZL","P03","0049-4",87.08
"ZL.P03.0050-3","ZL","P03","0050-3",91.49
"ZL.P03.0051-2","ZL","P03","0051-2",91.81
"ZL.P03.0052-1","ZL","P03","0052-1",105.35
"ZL.P03.0053-0","ZL","P03","0053-0",80.14
"ZL.P03.0054-8","ZL","P03","0054-8",119.45
"ZL.P03.0055-7","ZL","P03","0055-7",42.31
"ZL.P03.0056-6","ZL","P03","0056-6",108.09
"ZL.P03.0057-5","ZL","P03","0057-5",109.41
"ZL.P03.0058-4","ZL","P03","0058-4",124.50
"ZL.P03.0059-3","ZL","P03","0059-3",103.27
"ZL.P03.0060-2","ZL","P03","0060-2",111.91
"ZL.P03.0061-1","ZL","P03","0061-1",95.55
"ZL.P03.0062-0","ZL","P03","0062-0",91.65
"ZL.P03.0063-8","ZL","P03","0063-8",124.68
"ZL.P03.0064-7","ZL","P03","0064-7",73.88
"ZL.P03.0065-6","ZL","P03","0065-6",69.47
"ZL.P03.0066-5","ZL","P03","0066-5",44.89
"ZL.P03.0067-4","ZL","P03","0067-4",35.07
"ZL.P03.0068-3","ZL","P03","0068-3",38.25
"ZL.P03.0069-2","ZL","P03","0069-2",90.65
"ZL.P03.0070-1","ZL","P03","0070-1",37.84
"ZL.P03.0071-0","ZL","P03","0071-0",69.95
"ZL.P03.0072-8","ZL","P03","0072-8",71.35
"ZL.P03.0073-7","ZL","P03","0073-7",42.10
"ZL.P03.0074-6","ZL","P03","0074-6",38.35
"ZL.P03.0075-5","ZL","P03","0075-5",92.57
"ZL.P03.0076-4","ZL","P03","0076-4",64.24
"ZL.P03.0077-3","ZL","P03","0077-3",126.04
"ZL.P03.0078-2","ZL","P03","0078-2",70.93
"ZL.P03.0079-1","ZL","P03","0079-1",103.90
"ZL.P03.0080-0","ZL","P03","0080-0",94.32
"ZL.P03.0081-8","ZL","P03","0081-8",72.56
"ZL.P03.0082-7","ZL","P03","0082-7",81.63
"ZL.P03.0083-6","ZL","P03","0083-6",92.00
"ZL.P03.0084-5","ZL","P03","0084-5",60.99
"ZL.P03.0085-4","ZL","P03","0085-4",51.43
"ZL.P03.0086-3","ZL","P03","0086-3",47.78
"ZL.P03.0087-2","ZL","P03","0087-2",111.18
"ZL.P03.0088-1","ZL","P03","0088-1",84.77
"ZL.P03.0089-0","ZL","P03","0089-0",57.78
"ZL.P03.0090-8","ZL","P03","0090-8",105.55
"ZL.P03.0091-7","ZL","P03","0091-7",38.89
"ZL.P03.0092-6","ZL","P03","0092-6",78.63
"ZL.P03.0093-5","ZL","P03","0093-5",49.72
"ZL.P03.0094-4","ZL","P03","0094-4",38.00
"ZL.P03.0095-3","ZL","P03","0095-3",55.26
"ZL.P03.0096-2","ZL","P03","0096-2",119.39
"ZL.P03.0097-1","ZL","P03","0097-1",97.91
"ZL.P03.0098-0","ZL","P03","0098-0",115.43
"ZL.P03.0099-8","ZL","P03","0099-8",64.05
"ZL.P03.0100-7","ZL","P03","0100-7",96.95
"ZL.P03.0101-6","ZL","P03","0101-6",85.43
"ZL.P03.0102-5","ZL","P03","0102-5",36.70
"ZL.P03.0103-4","ZL","P03","0103-4",40.50
"ZL.P03.0104-3","ZL","P03","0104-3",117.25
"ZL.P03.0105-2","ZL","P03","0105-2",77.01
"ZL.P03.0106-1","ZL","P03","0106-1",125.63
"ZL.P03.0107-0","ZL","P03","0107-0",101.15
"ZL.P03.0108-8","ZL","P03","0108-8",50.52
"ZL.P03.0109-7","ZL","P03","0109-7",102.50
"ZL.P03.0110-6","ZL","P03","0110-6",107.26
"ZL.P03.0111-5","ZL","P03","0111-5",120.59
"ZL.P03.0112-4","ZL","P03","0112-4",113.76
"ZL.P03.0113-3","ZL","P03","0113-3",95.36
"ZL.P03.0114-2","ZL","P03","0114-2",53.30
"ZL.P03.0115-1","ZL","P03","0115-1",110.04
"ZL.P03.0116-0","ZL","P03","0116-0",75.36
"ZL.P03.0117-8","ZL","P03","0117-8",47.03
"ZL.P03.0118-7","ZL","P03","0118-7",111.84
"ZL.P03.0119-6","ZL","P03","0119-6",101.58
"ZL.P03.0120-5","ZL","P03","0120-5",110.41
"ZL.P03.0121-4","ZL","P03","0121-4",101.98
"ZL.P03.0122-3","ZL","P03","0122-3",100.55
"ZL.P03.0123-2","ZL","P03","0123-2",106.01
"ZL.P03.0124-1","ZL","P03","0124-1",110.43
"ZL.P03.0125-0","ZL","P03","0125-0",115.18
"ZL.P03.0126-8","ZL","P03","0126-8",44.23
"ZL.P03.0127-7","ZL","P03","0127-7",56.65
"ZL.P03.0128-6","ZL","P03","0128-6",43.80
"ZL.P03.0129-5","ZL","P03","0129-5",46.88
"ZL.P03.0130-4","ZL","P03","0130-4",88.78
"ZL.P03.0131-3","ZL","P03","0131-3",86.79
"ZL.P03.0132-2","ZL","P03","0132-2",105.42
"ZL.P03.0133-1","ZL","P03","0133-1",56.59
"ZL.P03.0134-0","ZL","P03","0134-0",87.27
"ZL.P03.0135-8","ZL","P03","0135-8",98.99
"ZL.P03.0136-7","ZL","P03","0136-7",128.19
"ZL.P03.0137-6","ZL","P03","0137-6",60.67
"ZL.P03.0138-5","ZL","P03","0138-5",52.34
"ZL.P03.0139-4","ZL","P03","0139-4",54.34
"ZL.P03.0140-3","ZL","P03","0140-3",47.60
"ZL.P03.0141-2","ZL","P03","0141-2",118.89
"ZL.P03.0142-1","ZL","P03","0142-1",129.29
"ZL.P03.0143-0","ZL","P03","0143-0",41.94
"ZL.P03.0144-8","ZL","P03","0144-8",118.52
"ZL.P03.0145-7","ZL","P03","0145-7",114.42
"ZL.P03.0146-6","ZL","P03","0146-6",69.08
"ZL.P03.0147-5","ZL","P03","0147-5",113.34
"ZL.P03.0148-4","ZL","P03","0148-4",76.68
"ZL.P03.0149-3","ZL","P03","0149-3",100.02
"ZL.P03.0150-2","ZL","P03","0150-2",35.91
"ZL.P03.0151-1","ZL","P03","0151-1",72.80
"ZL.P03.0152-0","ZL","P03","0152-0",87.03
"ZL.P03.0153-8","ZL","P03","0153-8",104.58
"ZL.P03.0154-7","ZL","P03","0154-7",125.09
"ZL.P03.0155-6","ZL","P03","0155-6",53.44
"ZL.P03.0156-5","ZL","P03","0156-5",56.18
"ZL.P03.0157-4","ZL","P03","0157-4",81.46
"ZL.P03.0158-3","ZL","P03","0158-3",53.98
"ZL.P03.0159-2","ZL","P03","0159-2",59.73
"ZL.P03.0160-1","ZL","P03","0160-1",46.89
"ZL.P03.0161-0","ZL","P03","0161-0",84.74
"ZL.P03.0162-8","ZL","P03","0162-8",125.77
"ZL.P03.0163-7","ZL","P03","0163-7",75.91
"ZL.P03.0164-6","ZL","P03","0164-6",127.11
"ZL.P03.0165-5","ZL","P03","0165-5",38.81
"ZL.P03.0166-4","ZL","P03","0166-4",79.18
"ZL.P03.0167-3","ZL","P03","0167-3",127.26
"ZL.P03.0168-2","ZL","P03","0168-2",65.50
"ZL.P03.0169-1","ZL","P03","0169-1",40.84
"ZL.P03.0170-0","ZL","P03","0170-0",114.84
"ZL.P03.0171-8","ZL","P03","0171-8",124.32
"ZL.P03.0172-7","ZL","P03","0172-7",129.28
"ZL.P03.0173-6","ZL","P03","0173-6",98.13
"ZL.P03.0174-5","ZL","P03","0174-5",78.46
"ZL.P03.0175-4","ZL","P03","0175-4",126.84
"ZL.P03.0176-3","ZL","P03","0176-3",38.28
"ZL.P03.0177-2","ZL","P03","0177-2",44.07
"ZL.P03.0178-1","ZL","P03","0178-1",36.91
"ZL.P03.0179-0","ZL","P03","0179-0",119.92
"ZL.P03.0180-8","ZL","P03","0180-8",50.23
"ZL.P03.0181-7","ZL","P03","0181-7",70.47
"ZL.P03.0182-6","ZL","P03","0182-6",110.80
"ZL.P03.0183-5","ZL","P03","0183-5",124.26
"ZL.P03.0184-4","ZL","P03","0184-4",104.75
"ZL.P03.0185-3","ZL","P03","0185-3",103.05
"ZL.P03.0186-2","ZL","P03","0186-2",49.23
"ZL.P03.0187-1","ZL","P03","0187-1",65.42
"ZL.P03.0188-0","ZL","P03","0188-0",68.73
"ZL.P03.0189-8","ZL","P03","0189-8",77.72
"ZL.P03.0190-7","ZL","P03","0190-7",98.53
"ZL.P03.0191-6","ZL","P03","0191-6",124.61
"ZL.P03.0192-5","ZL","P03","0192-5",62.06
"ZL.P03.0193-4","ZL","P03","0193-4",122.85
"ZL.P03.0194-3","ZL","P03","0194-3",114.04
"ZL.P03.0195-2","ZL","P03","0195-2",83.59
"ZL.P03.0196-1","ZL","P03","0196-1",74.39
"ZL.P03.0197-0","ZL","P03","0197-0",119.22
"ZL.P04.0001-7","ZL","P04","0001-7",124.94
"ZL.P04.0002-6","ZL","P04","0002-6",129.02
"ZL.P04.0003-5","ZL","P04","0003-5",44.46
"ZL.P04.0004-4","ZL","P04","0004-4",114.67
"ZL.P04.0005-3","ZL","P04","0005-3",68.74
"ZL.P04.0006-2","ZL","P04","0006-2",46.38
"ZL.P04.0007-1","ZL","P04","0007-1",99.77
"ZL.P04.0008-0","ZL","P04","0008-0",47.23
"ZL.P04.0009-8","ZL","P04","0009-8",47.92
"ZL.P04.0010-7","ZL","P04","0010-7",42.91
"ZL.P04.0011-6","ZL","P04","0011-6",42.29
"ZL.P04.0012-5","ZL","P04","0012-5",74.44
"ZL.P04.0013-4","ZL","P04","0013-4",63.08
"ZL.P04.0014-3","ZL","P04","0014-3",120.82
"ZL.P04.0015-2","ZL","P04","0015-2",87.32
"ZL.P04.0016-1","ZL","P04","0016-1",52.41
"ZL.P04.0017-0","ZL","P04","0017-0",117.47
"ZL.P04.0018-8","ZL","P04","0018-8",109.22
"ZL.P04.0019-7","ZL","P04","0019-7",49.43
"ZL.P04.0020-6","ZL","P04","0020-6",69.11
"ZL.P04.0021-5","ZL","P04","0021-5",71.46
"ZL.P04.0022-4","ZL","P04","0022-4",56.97
"ZL.P04.0023-3","ZL","P04","0023-3",69.47
"ZL.P04.0024-2","ZL","P04","0024-2",93.00
"ZL.P04.0025-1","ZL","P04","0025-1",66.16
"ZL.P04.0026-0","ZL","P04","0026-0",110.09
"ZL.P04.0027-8","ZL","P04","0027-8",82.80
"ZL.P04.0028-7","ZL","P04","0028-7",121.90
"ZL.P04.0029-6","ZL","P04","0029-6",44.86
"ZL.P04.0030-5","ZL","P04","0030-5",64.11
"ZL.P04.0031-4","ZL","P04","0031-4",78.69
"ZL.P04.0032-3","ZL","P04","0032-3",72.25
"ZL.P04.0033-2","ZL","P04","0033-2",70.48
"ZL.P04.0034-1","ZL","P04","0034-1",86.45
"ZL.P04.0035-0","ZL","P04","0035-0",82.41
"ZL.P04.0036-8","ZL","P04","0036-8",94.71
"ZL.P04.0037-7","ZL","P04","0037-7",119.59
"ZL.P04.0038-6","ZL","P04","0038-6",105.90
"ZL.P04.0039-5","ZL","P04","0039-5",105.76
"ZL.P04.0040-4","ZL","P04","0040-4",35.94
"ZL.P04.0041-3","ZL","P04","0041-3",63.75
"ZL.P04.0042-2","ZL","P04","0042-2",37.01
"ZL.P04.0043-1","ZL","P04","0043-1",59.01
"ZL.P04.0044-0","ZL","P04","0044-0",91.24
"ZL.P04.0045-8","ZL","P04","0045-8",97.30
"ZL.P04.0046-7","ZL","P04","0046-7",62.90
"ZL.P04.0047-6","ZL","P04","0047-6",121.66
"ZL.P04.0048-5","ZL","P04","0048-5",109.42
"ZL.P04.0049-4","ZL","P04","0049-4",87.08
"ZL.P04.0050-3","ZL","P04","0050-3",91.49
"ZL.P04.0051-2","ZL","P04","0051-2",91.81
"ZL.P04.0052-1","ZL","P04","0052-1",105.35
"ZL.P04.0053-0","ZL","P04","0053-0",80.14
"ZL.P04.0054-8","ZL","P04","0054-8",119.45
"ZL.P04.0055-7","ZL","P04","0055-7",42.31
"ZL.P04.0056-6","ZL","P04","0056-6",108.09
"ZL.P04.0057-5","ZL","P04","0057-5",109.41
"ZL.P04.0058-4","ZL","P04","0058-4",124.50
"ZL.P04.0059-3","ZL","P04","0059-3",103.27
"ZL.P04.0060-2","ZL","P04","0060-2",111.91
"ZL.P04.0061-1","ZL","P04","0061-1",95.55
"ZL.P04.0062-0","ZL","P04","0062-0",91.65
"ZL.P04.0063-8","ZL","P04","0063-8",124.68
"ZL.P04.0064-7","ZL","P04","0064-7",73.88
"ZL.P04.0065-6","ZL","P04","0065-6",69.47
"ZL.P04.0066-5","ZL","P04","0066-5",44.89
"ZL.P04.0067-4","ZL","P04","0067-4",35.07
"ZL.P04.0068-3","ZL","P04","0068-3",38.25
"ZL.P04.0069-2","ZL","P04","0069-2",90.65
"ZL.P04.0070-1","ZL","P04","0070-1",37.84
"ZL.P04.0071-0","ZL","P04","0071-0",69.95
"ZL.P04.0072-8","ZL","P04","0072-8",71.35
"ZL.P04.0073-7","ZL","P04","0073-7",42.10
"ZL.P04.0074-6","ZL","P04","0074-6",38.35
"ZL.P04.0075-5","ZL","P04","0075-5",92.57
"ZL.P04.0076-4","ZL","P04","0076-4",64.24
"ZL.P04.0077-3","ZL","P04","0077-3",126.04
"ZL.P04.0078-2","ZL","P04","0078-2",70.93
"ZL.P04.0079-1","ZL","P04","0079-1",103.90
"ZL.P04.0080-0","ZL","P04","0080-0",94.32
"ZL.P04.0081-8","ZL","P04","0081-8",72.56
"ZL.P04.0082-7","ZL","P04","0082-7",81.63
"ZL.P04.0083-6","ZL","P04","0083-6",92.00
"ZL.P04.0084-5","ZL","P04","0084-5",60.99
"ZL.P04.0085-4","ZL","P04","0085-4",51.43
"ZL.P04.0086-3","ZL","P04","0086-3",47.78
"ZL.P04.0087-2","ZL","P04","0087-2",111.18
"ZL.P04.0088-1","ZL","P04","0088-1",84.77
"ZL.P04.0089-0","ZL","P04","0089-0",57.78
"ZL.P04.0090-8","ZL","P04","0090-8",105.55
"ZL.P04.0091-7","ZL","P04","0091-7",38.89
"ZL.P04.0092-6","ZL","P04","0092-6",78.63
"ZL.P04.0093-5","ZL","P04","0093-5",49.72
"ZL.P04.0094-4","ZL","P04","0094-4",38.00
"ZL.P04.0095-3","ZL","P04","0095-3",55.26
"ZL.P04.0096-2","ZL","P04","0096-2",119.39
"ZL.P04.0097-1","ZL","P04","0097-1",97.91
"ZL.P04.0098-0","ZL","P04","0098-0",115.43
"ZL.P04.0099-8","ZL","P04","0099-8",64.05
"ZL.P04.0100-7","ZL","P04","0100-7",96.95
"ZL.P04.0101-6","ZL","P04","0101-6",85.43
"ZL.P04.0102-5","ZL","P04","0102-5",36.70
"ZL.P04.0103-4","ZL","P04","0103-4",40.50
"ZL.P04.0104-3","ZL","P04","0104-3",117.25
"ZL.P04.0105-2","ZL","P04","0105-2",77.01
"ZL.P04.0106-1","ZL","P04","0106-1",125.63
"ZL.P04.0107-0","ZL","P04","0107-0",101.15
"ZL.P04.0108-8","ZL","P04","0108-8",50.52
"ZL.P04.0109-7","ZL","P04","0109-7",102.50
"ZL.P04.0110-6","ZL","P04","0110-6",107.26
"ZL.P04.0111-5","ZL","P04","0111-5",120.59
"ZL.P04.0112-4","ZL","P04","0112-4",113.76
"ZL.P04.0113-3","ZL","P04","0113-3",95.36
"ZL.P04.0114-2","ZL","P04","0114-2",53.30
"ZL.P04.0115-1","ZL","P04","0115-1",110.04
"ZL.P04.0116-0","ZL","P04","0116-0",75.36
"ZL.P04.0117-8","ZL","P04","0117-8",47.03
"ZL.P04.0118-7","ZL","P04","0118-7",111.84
"ZL.P04.0119-6","ZL","P04","0119-6",101.58
"ZL.P04.0120-5","ZL","P04","0120-5",110.41
"ZL.P04.0121-4","ZL","P04","0121-4",101.98
"ZL.P04.0122-3","ZL","P04","0122-3",100.55
"ZL.P04.0123-2","ZL","P04","0123-2",106.01
"ZL.P04.0124-1","ZL","P04","0124-1",110.43
"ZL.P04.0125-0","ZL","P04","0125-0",115.18
"ZL.P04.0126-8","ZL","P04","0126-8",44.23
"ZL.P04.0127-7","ZL","P04","0127-7",56.65
"ZL.P04.0128-6","ZL","P04","0128-6",43.80
"ZL.P04.0129-5","ZL","P04","0129-5",46.88
"ZL.P04.0130-4","ZL","P04","0130-4",88.78
"ZL.P04.0131-3","ZL","P04","0131-3",86.79
"ZL.P04.0132-2","ZL","P04","0132-2",105.42
"ZL.P04.0133-1","ZL","P04","0133-1",56.59
"ZL.P04.0134-0","ZL","P04","0134-0",87.27
"ZL.P04.0135-8","ZL","P04","0135-8",98.99
"ZL.P04.0136-7","ZL","P04","0136-7",128.19
"ZL.P04.0137-6","ZL","P04","0137-6",60.67
"ZL.P04.0138-5","ZL","P04","0138-5",52.34
"ZL.P04.0139-4","ZL","P04","0139-4",54.34
"ZL.P04.0140-3","ZL","P04","0140-3",47.60
"ZL.P04.0141-2","ZL","P04","0141-2",118.89
"ZL.P04.0142-1","ZL","P04","0142-1",129.29
"ZL.P04.0143-0","ZL","P04","0143-0",41.94
"ZL.P04.0144-8","ZL","P04","0144-8",118.52
"ZL.P04.0145-7","ZL","P04","0145-7",114.42
"ZL.P04.0146-6","ZL","P04","0146-6",69.08
"ZL.P04.0147-5","ZL","P04","0147-5",113.34
"ZL.P04.0148-4","ZL","P04","0148-4",76.68
"ZL.P04.0149-3","ZL","P04","0149-3",100.02
"ZL.P04.0150-2","ZL","P04","0150-2",35.91
"ZL.P04.0151-1","ZL","P04","0151-1",72.80
"ZL.P04.0152-0","ZL","P04","0152-0",87.03
"ZL.P04.0153-8","ZL","P04","0153-8",104.58
"ZL.P04.0154-7","ZL","P04","0154-7",125.09
"ZL.P04.0155-6","ZL","P04","0155-6",53.44
"ZL.P04.0156-5","ZL","P04","0156-5",56.18
"ZL.P04.0157-4","ZL","P04","0157-4",81.46
"ZL.P04.0158-3","ZL","P04","0158-3",53.98
"ZL.P04.0159-2","ZL","P04","0159-2",59.73
"ZL.P04.0160-1","ZL","P04","0160-1",46.89
"ZL.P04.0161-0","ZL","P04","0161-0",84.74
"ZL.P04.0162-8","ZL","P04","0162-8",125.77
"ZL.P04.0163-7","ZL","P04","0163-7",75.91
"ZL.P04.0164-6","ZL","P04","0164-6",127.11
"ZL.P04.0165-5","ZL","P04","0165-5",38.81
"ZL.P04.0166-4","ZL","P04","0166-4",79.18
"ZL.P04.0167-3","ZL","P04","0167-3",127.26
"ZL.P04.0168-2","ZL","P04","0168-2",65.50
"ZL.P04.0169-1","ZL","P04","0169-1",40.84
"ZL.P04.0170-0","ZL","P04","0170-0",114.84
"ZL.P04.0171-8","ZL","P04","0171-8",124.32
"ZL.P04.0172-7","ZL","P04","0172-7",129.28
"ZL.P04.0173-6","ZL","P04","0173-6",98.13
"ZL.P04.0174-5","ZL","P04","0174-5",78.46
"ZL.P04.0175-4","ZL","P04","0175-4",126.84
"ZL.P04.0176-3","ZL","P04","0176-3",38.28
"ZL.P04.0177-2","ZL","P04","0177-2",44.07
"ZL.P04.0178-1","ZL","P04","0178-1",36.91
"ZL.P04.0179-0","ZL","P04","0179-0",119.92
"ZL.P04.0180-8","ZL","P04","0180-8",50.23
"ZL.P04.0181-7","ZL","P04","0181-7",70.47
"ZL.P04.0182-6","ZL","P04","0182-6",110.80
"ZL.P04.0183-5","ZL","P04","0183-5",124.26
"ZL.P04.0184-4","ZL","P04","0184-4",104.75
"ZL.P04.0185-3","ZL","P04","0185-3",103.05
"ZL.P04.0186-2","ZL","P04","0186-2",49.23
"ZL.P04.0187-1","ZL","P04","0187-1",65.42
"ZL.P04.0188-0","ZL","P04","0188-0",68.73
"ZL.P04.0189-8","ZL","P04","0189-8",77.72
"ZL.P04.0190-7","ZL","P04","0190-7",98.53
"ZL.P04.0191-6","ZL","P04","0191-6",124.61
"ZL.P04.0192-5","ZL","P04","0192-5",62.06
"ZL.P04.0193-4","ZL","P04","0193-4",122.85
"ZL.P04.0194-3","ZL","P04","0194-3",114.04
"ZL.P04.0195-2","ZL","P04","0195-2",83.59
"ZL.P04.0196-1","ZL","P04","0196-1",74.39
"ZL.P04.0197-0","ZL","P04","0197-0",119.22
"ZS.C01.0001-7","ZS","C01","0001-7",124.19
"ZS.C01.0002-6","ZS","C01","0002-6",128.25
"ZS.C01.0003-5","ZS","C01","0003-5",44.19
"ZS.C01.0004-4","ZS","C01","0004-4",113.98
"ZS.C01.0005-3","ZS","C01","0005-3",68.33
"ZS.C01.0006-2","ZS","C01","0006-2",46.10
"ZS.C01.0007-1","ZS","C01","0007-1",99.17
"ZS.C01.0008-0","ZS","C01","0008-0",46.95
"ZS.C01.0009-8","ZS","C01","0009-8",47.63
"ZS.C01.0010-7","ZS","C01","0010-7",42.65
"ZS.C01.0011-6","ZS","C01","0011-6",42.04
"ZS.C01.0012-5","ZS","C01","0012-5",73.99
"ZS.C01.0013-4","ZS","C01","0013-4",62.70
"ZS.C01.0014-3","ZS","C01","0014-3",120.10
"ZS.C01.0015-2","ZS","C01","0015-2",86.80
"ZS.C01.0016-1","ZS","C01","0016-1",52.10
"ZS.C01.0017-0","ZS","C01","0017-0",116.77
"ZS.C01.0018-8","ZS","C01","0018-8",108.56
"ZS.C01.0019-7","ZS","C01","0019-7",49.13
"ZS.C01.0020-6","ZS","C01","0020-6",68.70
"ZS.C01.0021-5","ZS","C01","0021-5",71.03
"ZS.C01.0022-4","ZS","C01","0022-4",56.63
"ZS.C01.0023-3","ZS","C01","0023-3",69.05
"ZS.C01.0024-2","ZS","C01","0024-2",92.44
"ZS.C01.0025-1","ZS","C01","0025-1",65.76
"ZS.C01.0026-0","ZS","C01","0026-0",109.43
"ZS.C01.0027-8","ZS","C01","0027-8",82.30
"ZS.C01.0028-7","ZS","C01","0028-7",121.17
"ZS.C01.0029-6","ZS","C01","0029-6",44.59
"ZS.C01.0030-5","ZS","C01","0030-5",63.73
"ZS.C01.0031-4","ZS","C01","0031-4",78.22
"ZS.C01.0032-3","ZS","C01","0032-3",71.82
"ZS.C01.0033-2","ZS","C01","0033-2",70.06
"ZS.C01.0034-1","ZS","C01","0034-1",85.93
"ZS.C01.0035-0","ZS","C01","0035-0",81.92
"ZS.C01.0036-8","ZS","C01","0036-8",94.14
"ZS.C01.0037-7","ZS","C01","0037-7",118.87
"ZS.C01.0038-6","ZS","C01","0038-6",105.26
"ZS.C01.0039-5","ZS","C01","0039-5",105.13
"ZS.C01.0040-4","ZS","C01","0040-4",35.72
"ZS.C01.0041-3","ZS","C01","0041-3",63.37
"ZS.C01.0042-2","ZS","C01","0042-2",36.79
"ZS.C01.0043-1","ZS","C01","0043-1",58.66
"ZS.C01.0044-0","ZS","C01","0044-0",90.69
"ZS.C01.0045-8","ZS","C01","0045-8",96.72
"ZS.C01.0046-7","ZS","C01","0046-7",62.52
"ZS.C01.0047-6","ZS","C01","0047-6",120.93
"ZS.C01.0048-5","ZS","C01","0048-5",108.76
"ZS.C01.0049-4","ZS","C01","0049-4",86.56
"ZS.C01.0050-3","ZS","C01","0050-3",90.94
"ZS.C01.0051-2","ZS","C01","0051-2",91.26
"ZS.C01.0052-1","ZS","C01","0052-1",104.72
"ZS.C01.0053-0","ZS","C01","0053-0",79.66
"ZS.C01.0054-8","ZS","C01","0054-8",118.73
"ZS.C01.0055-7","ZS","C01","0055-7",42.06
"ZS.C01.0056-6","ZS","C01","0056-6",107.44
"ZS.C01.0057-5","ZS","C01","0057-5",108.75
"ZS.C01.0058-4","ZS","C01","0058-4",123.75
"ZS.C01.0059-3","ZS","C01","0059-3",102.65
"ZS.C01.0060-2","ZS","C01","0060-2",111.24
"ZS.C01.0061-1","ZS","C01","0061-1",94.98
"ZS.C01.0062-0","ZS","C01","0062-0",91.10
"ZS.C01.0063-8","ZS","C01","0063-8",123.93
"ZS.C01.0064-7","ZS","C01","0064-7",73.44
"ZS.C01.0065-6","ZS","C01","0065-6",69.05
"ZS.C01.0066-5","ZS","C01","0066-5",44.62
"ZS.C01.0067-4","ZS","C01","0067-4",34.86
"ZS.C01.0068-3","ZS","C01","0068-3",38.02
"ZS.C01.0069-2","ZS","C01","0069-2",90.11
"ZS.C01.0070-1","ZS","C01","0070-1",37.61
"ZS.C01.0071-0","ZS","C01","0071-0",69.53
"ZS.C01.0072-8","ZS","C01","0072-8",70.92
"ZS.C01.0073-7","ZS","C01","0073-7",41.85
"ZS.C01.0074-6","ZS","C01","0074-6",38.12
"ZS.C01.0075-5","ZS","C01","0075-5",92.01
"ZS.C01.0076-4","ZS","C01","0076-4",63.85
"ZS.C01.0077-3","ZS","C01","0077-3",125.28
"ZS.C01.0078-2","ZS","C01","0078-2",70.50
"ZS.C01.0079-1","ZS","C01","0079-1",103.28
"ZS.C01.0080-0","ZS","C01","0080-0",93.75
"ZS.C01.0081-8","ZS","C01","0081-8",72.12
"ZS.C01.0082-7","ZS","C01","0082-7",81.14
"ZS.C01.0083-6","ZS","C01","0083-6",91.45
"ZS.C01.0084-5","ZS","C01","0084-5",60.62
"ZS.C01.0085-4","ZS","C01","0085-4",51.12
"ZS.C01.0086-3","ZS","C01","0086-3",47.49
"ZS.C01.0087-2","ZS","C01","0087-2",110.51
"ZS.C01.0088-1","ZS","C01","0088-1",84.26
"ZS.C01.0089-0","ZS","C01","0089-0",57.43
"ZS.C01.0090-8","ZS","C01","0090-8",104.92
"ZS.C01.0091-7","ZS","C01","0091-7",38.66
"ZS.C01.0092-6","ZS","C01","0092-6",78.16
"ZS.C01.0093-5","ZS","C01","0093-5",49.42
"ZS.C01.0094-4","ZS","C01","0094-4",37.77
"ZS.C01.0095-3","ZS","C01","0095-3",54.93
"ZS.C01.0096-2","ZS","C01","0096-2",118.67
"ZS.C01.0097-1","ZS","C01","0097-1",97.32
"ZS.C01.0098-0","ZS","C01","0098-0",114.74
"ZS.C01.0099-8","ZS","C01","0099-8",63.67
"ZS.C01.0100-7","ZS","C01","0100-7",96.37
"ZS.C01.0101-6","ZS","C01","0101-6",84.92
"ZS.C01.0102-5","ZS","C01","0102-5",36.48
"ZS.C01.0103-4","ZS","C01","0103-4",40.26
"ZS.C01.0104-3","ZS","C01","0104-3",116.55
"ZS.C01.0105-2","ZS","C01","0105-2",76.55
"ZS.C01.0106-1","ZS","C01","0106-1",124.88
"ZS.C01.0107-0","ZS","C01","0107-0",100.54
"ZS.C01.0108-8","ZS","C01","0108-8",50.22
"ZS.C01.0109-7","ZS","C01","0109-7",101.88
"ZS.C01.0110-6","ZS","C01","0110-6",106.62
"ZS.C01.0111-5","ZS","C01","0111-5",119.87
"ZS.C01.0112-4","ZS","C01","0112-4",113.08
"ZS.C01.0113-3","ZS","C01","0113-3",94.79
"ZS.C01.0114-2","ZS","C01","0114-2",52.98
"ZS.C01.0115-1","ZS","C01","0115-1",109.38
"ZS.C01.0116-0","ZS","C01","0116-0",74.91
"ZS.C01.0117-8","ZS","C01","0117-8",46.75
"ZS.C01.0118-7","ZS","C01","0118-7",111.17
"ZS.C01.0119-6","ZS","C01","0119-6",100.97
"ZS.C01.0120-5","ZS","C01","0120-5",109.75
"ZS.C01.0121-4","ZS","C01","0121-4",101.37
"ZS.C01.0122-3","ZS","C01","0122-3",99.95
"ZS.C01.0123-2","ZS","C01","0123-2",105.37
"ZS.C01.0124-1","ZS","C01","0124-1",109.77
"ZS.C01.0125-0","ZS","C01","0125-0",114.49
"ZS.C01.0126-8","ZS","C01","0126-8",43.96
"ZS.C01.0127-7","ZS","C01","0127-7",56.31
"ZS.C01.0128-6","ZS","C01","0128-6",43.54
"ZS.C01.0129-5","ZS","C01","0129-5",46.60
