"Número da Nota Fiscal","Código do Vendedor","Data da Venda","Código do Cliente","Código IBGE","Código da Forma de Pagamento"
"052351","V1050",06/15/2019,"2046","3129707","2"
"052352","V1300",06/15/2019,"6719","3171808","3"
"052353","V1060",06/15/2019,"5323","5002308","3"
"052354","V1130",06/15/2019,"3589","1703057","2"
"052355","V1220",06/15/2019,"8573","2202539","1"
"052356","V1030",06/15/2019,"5604","4311775","4"
"052357","V1080",06/15/2019,"4964","5219357","4"
"052358","V1010",06/15/2019,"4980","5005400","4"
"052359","V1160",06/15/2019,"3081","1501725","2"
"052360","V1100",06/15/2019,"9969","2909604","4"
"052361","V1050",06/15/2019,"4964","3203346","3"
"052362","V1250",06/15/2019,"8465","5207535","3"
"052363","V1280",06/15/2019,"2046","4115457","4"
"052364","V1070",06/15/2019,"1424","3118205","1"
"052365","V1090",06/15/2019,"9969","3116100","3"
"052366","V1300",06/15/2019,"8961","4300471","1"
"052367","V1160",06/15/2019,"6719","4317251","2"
"052368","V1260",06/15/2019,"6719","3110608","2"
"052369","V1290",06/15/2019,"3589","3125606","1"
"052370","V1160",06/15/2019,"1682","2513000","1"
"052371","V1030",06/15/2019,"6719","3551801","3"
"052372","V1150",06/15/2019,"3081","2403202","1"
"052373","V1060",06/15/2019,"3589","3514601","2"
"052374","V1270",06/15/2019,"8961","2300101","2"
"052375","V1110",06/15/2019,"3589","2919603","2"
"052376","V1270",06/15/2019,"4964","3127008","3"
"052377","V1200",06/15/2019,"8465","2606705","1"
"052378","V1090",06/15/2019,"5956","3122009","4"
"052379","V1110",06/15/2019,"1229","3204500","2"
"052380","V1220",06/15/2019,"9969","3129004","2"
"052381","V1120",06/15/2019,"4964","4302154","3"
"052382","V1110",06/15/2019,"2341","3149952","3"
"052383","V1150",06/15/2019,"1424","4103222","1"
"052384","V1250",06/15/2019,"9225","2100105","1"
"052385","V1270",06/15/2019,"3589","4113429","2"
"052386","V1180",06/15/2019,"5323","3122470","2"
"052387","V1080",06/15/2019,"9559","2925303","2"
"052388","V1260",06/15/2019,"3589","2701506","2"
"052389","V1280",06/16/2019,"3589","3524808","2"
"052390","V1240",06/16/2019,"5835","5103700","3"
"052391","V1110",06/16/2019,"4040","2927705","3"
"052392","V1280",06/16/2019,"1229","2513802","2"
"052393","V1070",06/16/2019,"2341","1703800","2"
"052394","V1230",06/16/2019,"9559","3164308","1"
"052395","V1160",06/16/2019,"2046","2912004","2"
"052396","V1270",06/16/2019,"8465","3535101","1"
"052397","V1140",06/16/2019,"5956","1716604","1"
"052398","V1300",06/16/2019,"1682","2928000","3"
"052399","V1100",06/16/2019,"6162","2106672","1"
"052400","V1250",06/16/2019,"4642","4100905","2"
"052401","V1280",06/16/2019,"6162","4313086","1"
"052402","V1150",06/16/2019,"9559","2410405","3"
"052403","V1260",06/16/2019,"9969","2105153","3"
"052404","V1210",06/16/2019,"3589","4311627","3"
"052405","V1240",06/16/2019,"4654","3528908","1"
"052406","V1060",06/16/2019,"9232","4122404","4"
"052407","V1010",06/16/2019,"5835","3142007","4"
"052408","V1220",06/16/2019,"9559","3545407","2"
"052409","V1110",06/16/2019,"1229","2410207","1"
"052410","V1190",06/16/2019,"6719","4317707","4"
"052411","V1070",06/16/2019,"3794","3117108","4"
"052412","V1220",06/16/2019,"1229","2927507","4"
"052413","V1050",06/16/2019,"4040","4127858","4"
"052414","V1110",06/16/2019,"3589","4125605","3"
"052415","V1120",06/16/2019,"4040","4117800","2"
"052416","V1230",06/16/2019,"8961","2900801","3"
"052417","V1190",06/16/2019,"4642","4200705","1"
"052418","V1020",06/16/2019,"8465","4111258","3"
"052419","V1040",06/16/2019,"3794","2912103","3"
"052420","V1070",06/16/2019,"2046","2604304","3"
"052421","V1260",06/16/2019,"6162","3152303","4"
"052422","V1230",06/16/2019,"3589","2100055","4"
"052423","V1100",06/16/2019,"9225","3100906","4"
"052424","V1280",06/16/2019,"6162","3125309","2"
"052425","V1220",06/16/2019,"6719","3515202","1"
"052426","V1290",06/16/2019,"4980","2704906","2"
"052427","V1010",06/16/2019,"4642","3300225","3"
"052428","V1030",06/16/2019,"1229","2927804","3"
"052429","V1270",06/16/2019,"1229","3113800","4"
"052430","V1160",06/16/2019,"9559","3511409","3"
"052431","V1020",06/16/2019,"2341","2103406","2"
"052432","V1170",06/16/2019,"8961","5103007","4"
"052433","V1080",06/16/2019,"8961","3140100","2"
"052434","V1180",06/16/2019,"8961","4313201","3"
"052435","V1050",06/16/2019,"5604","3530607","4"
"052436","V1150",06/16/2019,"8961","3547403","1"
"052437","V1200",06/16/2019,"9225","4115101","3"
"052438","V1150",06/16/2019,"9225","2930766","2"
"052439","V1180",06/16/2019,"2341","4202081","3"
"052440","V1120",06/16/2019,"9225","2409902","3"
"052441","V1170",06/16/2019,"6719","3543907","2"
"052442","V1270",06/16/2019,"4642","3116506","1"
"052443","V1010",06/16/2019,"4980","2923902","1"
"052444","V1160",06/16/2019,"3589","2918357","4"
"052445","V1230",06/16/2019,"1229","2701001","3"
"052446","V1220",06/16/2019,"1682","2614303","3"
"052447","V1230",06/16/2019,"6938","4310363","3"
"052448","V1230",06/16/2019,"9969","3204252","2"
"052449","V1210",06/16/2019,"6162","5205703","3"
"052450","V1100",06/16/2019,"9969","4321600","1"
"052451","V1020",06/16/2019,"6938","4103701","3"
"052452","V1140",06/17/2019,"8573","3171907","1"
"052453","V1020",06/17/2019,"4980","2914901","3"
"052454","V1040",06/17/2019,"1682","2303204","3"
"052455","V1190",06/17/2019,"4654","3534906","3"
"052456","V1210",06/17/2019,"8573","3512209","1"
"052457","V1110",06/17/2019,"8465","2401602","4"
"052458","V1060",06/17/2019,"2046","2105005","4"
"052459","V1030",06/17/2019,"8961","3108305","2"
"052460","V1150",06/17/2019,"3794","3306156","3"
"052461","V1220",06/17/2019,"4642","2602100","4"
"052462","V1220",06/17/2019,"4040","4309753","1"
"052463","V1260",06/17/2019,"6809","1200708","3"
"052464","V1100",06/17/2019,"8803","2402808","3"
"052465","V1030",06/17/2019,"3794","4307559","2"
"052466","V1280",06/17/2019,"5604","2309201","3"
"052467","V1260",06/17/2019,"1682","4115002","2"
"052468","V1170",06/17/2019,"8465","2102507","2"
"052469","V1040",06/17/2019,"4642","5214507","1"
"052470","V1300",06/17/2019,"6938","3143005","3"
"052471","V1060",06/17/2019,"1682","5215900","4"
"052472","V1200",06/17/2019,"9232","5219902","3"
"052473","V1100",06/17/2019,"9969","3551603","3"
"052474","V1010",06/17/2019,"8803","2506509","2"
"052475","V1240",06/17/2019,"8573","3166006","4"
"052476","V1110",06/17/2019,"8961","1400472","3"
"052477","V1140",06/17/2019,"1424","3142304","4"
"052478","V1040",06/17/2019,"6719","1714880","1"
"052479","V1300",06/17/2019,"2341","4115853","2"
"052480","V1230",06/17/2019,"5323","4109708","3"
"052481","V1110",06/17/2019,"4642","4112603","2"
"052482","V1020",06/17/2019,"1424","2708709","3"
"052483","V1220",06/17/2019,"5835","3137304","1"
"052484","V1240",06/17/2019,"6938","2930709","4"
"052485","V1180",06/17/2019,"3794","4301503","4"
"052486","V1110",06/17/2019,"3589","4126678","4"
"052487","V1080",06/17/2019,"2046","5006358","3"
"052488","V1070",06/17/2019,"9969","3156403","1"
"052489","V1130",06/17/2019,"9225","2102408","4"
"052490","V1230",06/17/2019,"8803","2300101","3"
"052491","V1160",06/17/2019,"8465","2709152","4"
"052492","V1040",06/17/2019,"8465","4124608","4"
"052493","V1230",06/17/2019,"8803","2210904","1"
"052494","V1200",06/17/2019,"8803","4216503","2"
"052495","V1160",06/17/2019,"5323","2412906","4"
"052496","V1260",06/17/2019,"4642","3553807","3"
"052497","V1020",06/17/2019,"5323","1716604","2"
"052498","V1180",06/17/2019,"3081","4117222","3"
"052499","V1020",06/17/2019,"5956","3541307","2"
"052500","V1040",06/17/2019,"9969","3552502","2"
"052501","V1100",06/17/2019,"9969","2200400","3"
"052502","V1170",06/17/2019,"8961","2104701","1"
"052503","V1040",06/17/2019,"1424","1718899","4"
"052504","V1090",06/17/2019,"1682","4122008","1"
"052505","V1120",06/17/2019,"1424","3506409","2"
"052506","V1060",06/17/2019,"4964","1703826","3"
"052507","V1100",06/17/2019,"3794","2104073","2"
"052508","V1250",06/17/2019,"9969","2311900","1"
"052509","V1040",06/18/2019,"3081","3519402","3"
"052510","V1140",06/18/2019,"6162","2514602","3"
"052511","V1140",06/18/2019,"9559","3554656","4"
"052512","V1030",06/18/2019,"5604","2928604","2"
"052513","V1020",06/18/2019,"8961","4319711","3"
"052514","V1120",06/18/2019,"1682","3510906","1"
"052515","V1130",06/18/2019,"6719","2110856","3"
"052516","V1120",06/18/2019,"9969","5205802","3"
"052517","V1040",06/18/2019,"5956","5104542","2"
"052518","V1010",06/18/2019,"4964","2514305","4"
"052519","V1030",06/18/2019,"9559","4318101","2"
"052520","V1080",06/18/2019,"2341","2914109","2"
"052521","V1100",06/18/2019,"8573","3158904","1"
"052522","V1170",06/18/2019,"1682","2204907","4"
"052523","V1220",06/18/2019,"4980","4109401","1"
"052524","V1300",06/18/2019,"3589","4205704","2"
"052525","V1080",06/18/2019,"4980","4215208","4"
"052526","V1140",06/18/2019,"9559","1600535","2"
"052527","V1120",06/18/2019,"5956","2515401","3"
"052528","V1090",06/18/2019,"4980","5220207","1"
"052529","V1060",06/18/2019,"5835","3510401","2"
"052530","V1020",06/18/2019,"4964","1100122","2"
"052531","V1180",06/18/2019,"2341","4219408","2"
"052532","V1230",06/18/2019,"9969","5213806","2"
"052533","V1080",06/18/2019,"6938","4204905","4"
"052534","V1210",06/18/2019,"5323","3116100","4"
"052535","V1220",06/18/2019,"5323","4217709","2"
"052536","V1270",06/18/2019,"9969","1710904","4"
"052537","V1140",06/18/2019,"8465","1505551","2"
"052538","V1140",06/18/2019,"1229","2107803","4"
"052539","V1020",06/18/2019,"4964","4317707","2"
"052540","V1280",06/18/2019,"8465","3202801","1"
"052541","V1270",06/18/2019,"8465","2709103","4"
"052542","V1290",06/18/2019,"4964","5200100","4"
"052543","V1180",06/18/2019,"8573","3306156","4"
"052544","V1180",06/18/2019,"4040","4205431","1"
"052545","V1200",06/18/2019,"5604","4109757","4"
"052546","V1280",06/18/2019,"5835","1507003","2"
"052547","V1070",06/18/2019,"9969","2409704","3"
"052548","V1120",06/18/2019,"3081","3108602","2"
"052549","V1060",06/18/2019,"3794","3108008","1"
"052550","V1230",06/18/2019,"5323","3170909","3"
"052551","V1180",06/18/2019,"9559","3535705","3"
"052552","V1070",06/18/2019,"3589","4220000","2"
"052553","V1240",06/18/2019,"8803","3109709","2"
"052554","V1170",06/18/2019,"9969","2907905","1"
"052555","V1200",06/18/2019,"4654","5205521","4"
"052556","V1210",06/18/2019,"1682","3169406","4"
"052557","V1160",06/18/2019,"4980","3116209","4"
"052558","V1110",06/18/2019,"1424","4321626","1"
"052559","V1060",06/18/2019,"5835","3528502","2"
"052560","V1280",06/18/2019,"3589","2105922","1"
"052561","V1010",06/18/2019,"1229","2929008","2"
"052562","V1300",06/18/2019,"4964","3520202","2"
"052563","V1270",06/18/2019,"1229","3150505","3"
"052564","V1140",06/18/2019,"3081","3530003","3"
"052565","V1240",06/18/2019,"6809","2916807","2"
"052566","V1010",06/18/2019,"3081","2924108","4"
"052567","V1280",06/18/2019,"3081","2706422","2"
"052568","V1200",06/18/2019,"9969","2202737","2"
"052569","V1010",06/18/2019,"9232","4115739","4"
"052570","V1070",06/18/2019,"9232","4110706","3"
"052571","V1070",06/18/2019,"3589","1707652","1"
"052572","V1110",06/18/2019,"6162","3553203","4"
"052573","V1050",06/18/2019,"6719","2204154","1"
"052574","V1050",06/18/2019,"4654","2703759","1"
"052575","V1170",06/19/2019,"6162","1502772","3"
"052576","V1010",06/19/2019,"5956","3530904","3"
"052577","V1030",06/19/2019,"5835","4213401","3"
"052578","V1140",06/19/2019,"4964","2911105","2"
"052579","V1090",06/19/2019,"3081","4317103","1"
"052580","V1070",06/19/2019,"3589","2304103","1"
"052581","V1010",06/19/2019,"6809","2306504","2"
"052582","V1020",06/19/2019,"4642","2601904","4"
"052583","V1230",06/19/2019,"4642","3100500","2"
"052584","V1230",06/19/2019,"3794","4209904","2"
"052585","V1250",06/19/2019,"5323","3503604","3"
"052586","V1230",06/19/2019,"6809","5219357","4"
"052587","V1140",06/19/2019,"5323","4111902","1"
"052588","V1160",06/19/2019,"9232","2906402","4"
"052589","V1040",06/19/2019,"5604","3122702","3"
"052590","V1290",06/19/2019,"5604","2108900","4"
"052591","V1230",06/19/2019,"3081","3136520","2"
"052592","V1090",06/19/2019,"9969","3116100","3"
"052593","V1230",06/19/2019,"4654","1100106","4"
"052594","V1070",06/19/2019,"8803","3116704","3"
"052595","V1150",06/19/2019,"8803","3533403","3"
"052596","V1140",06/19/2019,"8961","3205200","3"
"052597","V1040",06/19/2019,"3794","5207402","3"
"052598","V1070",06/19/2019,"3589","3153301","1"
"052599","V1270",06/19/2019,"9225","3162948","3"
"052600","V1130",06/19/2019,"3589","2606309","2"
"052601","V1050",06/19/2019,"9225","2922730","2"
"052602","V1010",06/19/2019,"3589","1507961","2"
"052603","V1230",06/19/2019,"5604","5203302","1"
"052604","V1230",06/19/2019,"9559","1501303","2"
"052605","V1070",06/19/2019,"5835","4312500","3"
"052606","V1080",06/19/2019,"8961","4308607","2"
"052607","V1010",06/19/2019,"9559","3143153","3"
"052608","V1110",06/19/2019,"2046","3546009","4"
"052609","V1090",06/19/2019,"1682","3528403","3"
"052610","V1240",06/19/2019,"2341","3161106","1"
"052611","V1280",06/19/2019,"1682","4305355","4"
"052612","V1040",06/19/2019,"6162","2303501","3"
"052613","V1170",06/19/2019,"6162","2919603","1"
"052614","V1170",06/19/2019,"8573","3523008","3"
"052615","V1020",06/19/2019,"4040","4211306","4"
"052616","V1220",06/19/2019,"3589","4207577","3"
"052617","V1050",06/19/2019,"3794","5212709","1"
"052618","V1090",06/19/2019,"3081","4219200","1"
"052619","V1180",06/19/2019,"1229","2609808","3"
"052620","V1140",06/19/2019,"4654","2501302","3"
"052621","V1160",06/19/2019,"4642","4217501","3"
"052622","V1250",06/19/2019,"9559","2908002","3"
"052623","V1070",06/19/2019,"2046","3548609","3"
"052624","V1180",06/19/2019,"6719","3156205","3"
"052625","V1280",06/19/2019,"2046","2615102","2"
"052626","V1170",06/19/2019,"5323","5107156","4"
"052627","V1070",06/19/2019,"8465","2302909","3"
"052628","V1050",06/19/2019,"6162","3169356","1"
"052629","V1280",06/19/2019,"2046","4107850","1"
"052630","V1120",06/19/2019,"6162","3200102","1"
"052631","V1280",06/19/2019,"3794","3144375","4"
"052632","V1140",06/19/2019,"6809","4121703","4"
"052633","V1220",06/19/2019,"3081","2928950","1"
"052634","V1060",06/20/2019,"8961","2206753","2"
"052635","V1200",06/20/2019,"1229","1400175","1"
"052636","V1150",06/20/2019,"4642","2614204","3"
"052637","V1250",06/20/2019,"3794","2610301","4"
"052638","V1250",06/20/2019,"6809","3515400","3"
"052639","V1140",06/20/2019,"6162","2100956","3"
"052640","V1040",06/20/2019,"2046","3141009","4"
"052641","V1140",06/20/2019,"1229","3136603","2"
"052642","V1180",06/20/2019,"3589","4205407","4"
"052643","V1190",06/20/2019,"6938","2515708","4"
"052644","V1210",06/20/2019,"6809","2919207","4"
"052645","V1010",06/20/2019,"3589","3301801","4"
"052646","V1120",06/20/2019,"3589","2202174","1"
"052647","V1050",06/20/2019,"2046","3162906","2"
"052648","V1160",06/20/2019,"8961","3552403","3"
"052649","V1100",06/20/2019,"8465","3135001","1"
"052650","V1050",06/20/2019,"4654","3504909","4"
"052651","V1030",06/20/2019,"9969","4321204","1"
"052652","V1210",06/20/2019,"9232","3157336","1"
"052653","V1010",06/20/2019,"4642","2511103","1"
"052654","V1070",06/20/2019,"1424","4201653","1"
"052655","V1250",06/20/2019,"5956","3139409","4"
"052656","V1120",06/20/2019,"6809","2612455","4"
"052657","V1080",06/20/2019,"6809","3103900","2"
"052658","V1040",06/20/2019,"5835","1600204","4"
"052659","V1070",06/20/2019,"6719","4213609","1"
"052660","V1240",06/20/2019,"4040","5220686","3"
"052661","V1300",06/20/2019,"9232","3303609","2"
"052662","V1060",06/20/2019,"5835","4302055","2"
"052663","V1060",06/20/2019,"1682","1508357","2"
"052664","V1240",06/20/2019,"3589","1704105","2"
"052665","V1070",06/20/2019,"4980","4218756","4"
"052666","V1050",06/20/2019,"4642","3170206","1"
"052667","V1210",06/20/2019,"2046","3150703","2"
"052668","V1140",06/20/2019,"9232","2110856","4"
"052669","V1260",06/20/2019,"6719","3146701","1"
"052670","V1060",06/20/2019,"3794","2915304","2"
"052671","V1090",06/20/2019,"8803","1712702","4"
"052672","V1150",06/20/2019,"1229","2602803","3"
"052673","V1140",06/20/2019,"1682","3529708","1"
"052674","V1170",06/20/2019,"9225","1706001","3"
"052675","V1180",06/20/2019,"5323","2515708","1"
"052676","V1210",06/20/2019,"9969","3505005","1"
"052677","V1170",06/20/2019,"9232","3135704","4"
"052678","V1260",06/20/2019,"6719","1505502","1"
"052679","V1100",06/20/2019,"9969","2503605","2"
"052680","V1030",06/20/2019,"3081","5108907","1"
"052681","V1260",06/20/2019,"1424","2928604","2"
"052682","V1010",06/20/2019,"4964","5201207","3"
"052683","V1300",06/20/2019,"6938","3514908","2"
"052684","V1090",06/20/2019,"2046","1712504","2"
"052685","V1270",06/20/2019,"5604","4217709","3"
"052686","V1020",06/20/2019,"1424","4316972","1"
"052687","V1070",06/20/2019,"4040","1712405","2"
"052688","V1030",06/20/2019,"5323","2917409","2"
"052689","V1210",06/20/2019,"2341","3521705","1"
"052690","V1270",06/20/2019,"3589","2512200","3"
"052691","V1060",06/20/2019,"9232","3151008","4"
"052692","V1030",06/20/2019,"3794","2505709","3"
"052693","V1030",06/20/2019,"9225","5203609","1"
"052694","V1160",06/20/2019,"9559","2203255","2"
"052695","V1120",06/20/2019,"4964","3151800","4"
"052696","V1040",06/21/2019,"4980","3508306","2"
"052697","V1240",06/21/2019,"5323","3151107","1"
"052698","V1060",06/21/2019,"1229","2301950","1"
"052699","V1030",06/21/2019,"6162","4211009","1"
"052700","V1060",06/21/2019,"2341","4300455","3"
"052701","V1120",06/21/2019,"2046","2102804","2"
"052702","V1070",06/21/2019,"6719","2608305","1"
"052703","V1290",06/21/2019,"8573","4116505","4"
"052704","V1110",06/21/2019,"1229","3525854","3"
"052705","V1220",06/21/2019,"6938","2511509","3"
"052706","V1100",06/21/2019,"2046","3550803","3"
"052707","V1270",06/21/2019,"2341","5003900","1"
"052708","V1300",06/21/2019,"1424","2502102","4"
"052709","V1250",06/21/2019,"3794","2509602","4"
"052710","V1030",06/21/2019,"4642","4207502","3"
"052711","V1030",06/21/2019,"9232","5211503","1"
"052712","V1040",06/21/2019,"8465","2704005","3"
"052713","V1250",06/21/2019,"4654","2512747","3"
"052714","V1090",06/21/2019,"5835","1505486","2"
"052715","V1130",06/21/2019,"4654","3555307","3"
"052716","V1200",06/21/2019,"6809","2205300","3"
"052717","V1130",06/21/2019,"3589","3167905","1"
"052718","V1270",06/21/2019,"9225","4207700","2"
"052719","V1060",06/21/2019,"4642","3554102","4"
"052720","V1270",06/21/2019,"4642","4126405","1"
"052721","V1140",06/21/2019,"3589","2205409","2"
"052722","V1200",06/21/2019,"5323","3119302","2"
"052723","V1230",06/21/2019,"9232","3202900","4"
"052724","V1220",06/21/2019,"4040","2707701","2"
"052725","V1210",06/21/2019,"5323","2612554","3"
"052726","V1210",06/21/2019,"1682","1702901","1"
"052727","V1020",06/21/2019,"4964","1707652","1"
"052728","V1050",06/21/2019,"5604","3139409","2"
"052729","V1220",06/21/2019,"9559","2509503","3"
"052730","V1050",06/21/2019,"3081","3521002","1"
"052731","V1220",06/21/2019,"8573","2515708","2"
"052732","V1200",06/21/2019,"4980","3133808","2"
"052733","V1160",06/21/2019,"8961","3122504","2"
"052734","V1250",06/21/2019,"1682","5100508","2"
"052735","V1280",06/21/2019,"1682","1718840","4"
"052736","V1280",06/21/2019,"4964","1507607","2"
"052737","V1230",06/21/2019,"3589","4112900","4"
"052738","V1130",06/21/2019,"9225","2209153","4"
"052739","V1160",06/21/2019,"8803","3549607","2"
"052740","V1220",06/21/2019,"4964","3514106","3"
"052741","V1200",06/21/2019,"3589","4301008","3"
"052742","V1070",06/21/2019,"6938","2210359","1"
"052743","V1230",06/21/2019,"9232","1505650","2"
"052744","V1250",06/21/2019,"2046","3153103","3"
"052745","V1110",06/21/2019,"4642","2709202","1"
"052746","V1120",06/21/2019,"4980","2924900","3"
"052747","V1120",06/21/2019,"8961","4103958","4"
"052748","V1290",06/21/2019,"5956","3554953","4"
"052749","V1160",06/21/2019,"6809","3131158","4"
"052750","V1030",06/21/2019,"6719","3142304","3"
"052751","V1220",06/21/2019,"6719","1505809","3"
"052752","V1120",06/21/2019,"2341","4322186","2"
"052753","V1010",06/21/2019,"4654","2503704","2"
"052754","V1300",06/21/2019,"3794","2404200","4"
"052755","V1120",06/21/2019,"5604","5107750","1"
"052756","V1270",06/21/2019,"6809","3305133","1"
"052757","V1180",06/21/2019,"6938","3539806","1"
"052758","V1130",06/22/2019,"5323","2307601","1"
"052759","V1100",06/22/2019,"1229","3524105","1"
"052760","V1070",06/22/2019,"4040","5221304","1"
"052761","V1200",06/22/2019,"5835","3159605","1"
"052762","V1170",06/22/2019,"4642","2202729","4"
"052763","V1150",06/22/2019,"4040","5106703","1"
"052764","V1020",06/22/2019,"8803","2209658","1"
"052765","V1040",06/22/2019,"3794","2302602","3"
"052766","V1120",06/22/2019,"6938","4103404","2"
"052767","V1040",06/22/2019,"4980","4310702","4"
"052768","V1090",06/22/2019,"6809","2905800","2"
"052769","V1010",06/22/2019,"8803","3162401","4"
"052770","V1030",06/22/2019,"5604","2705408","1"
"052771","V1300",06/22/2019,"3794","4115754","4"
"052772","V1280",06/22/2019,"9559","2410009","1"
"052773","V1020",06/22/2019,"5956","1300680","1"
"052774","V1100",06/22/2019,"5604","2904506","4"
"052775","V1050",06/22/2019,"8573","5006275","3"
"052776","V1140",06/22/2019,"8573","3101706","3"
"052777","V1250",06/22/2019,"5956","2606606","1"
"052778","V1250",06/22/2019,"5835","2207306","3"
"052779","V1200",06/22/2019,"9225","3151503","3"
"052780","V1020",06/22/2019,"2341","3501608","3"
"052781","V1080",06/22/2019,"4642","2610509","1"
"052782","V1290",06/22/2019,"2046","3202108","4"
"052783","V1230",06/22/2019,"6938","4104659","2"
"052784","V1100",06/22/2019,"5835","3168705","2"
"052785","V1240",06/22/2019,"9969","4312401","1"
"052786","V1220",06/22/2019,"3081","2411908","1"
"052787","V1060",06/22/2019,"3589","2500304","4"
"052788","V1260",06/22/2019,"8961","3550803","3"
"052789","V1020",06/22/2019,"3794","4205902","1"
"052790","V1290",06/22/2019,"5835","2513851","2"
"052791","V1260",06/22/2019,"4654","3535200","4"
"052792","V1050",06/22/2019,"4642","3517109","4"
"052793","V1060",06/22/2019,"1682","4322186","4"
"052794","V1140",06/22/2019,"8465","4111704","3"
"052795","V1140",06/22/2019,"1424","1301100","3"
"052796","V1220",06/22/2019,"1424","4305371","4"
"052797","V1270",06/22/2019,"9559","4215695","3"
"052798","V1070",06/22/2019,"3794","4209805","2"
"052799","V1170",06/22/2019,"9225","2414159","1"
"052800","V1150",06/22/2019,"8961","2508307","1"
"052801","V1110",06/22/2019,"9969","2925808","2"
"052802","V1050",06/22/2019,"2341","3161502","2"
"052803","V1170",06/22/2019,"2341","2102036","3"
"052804","V1080",06/22/2019,"9969","5201504","2"
"052805","V1080",06/22/2019,"8465","1705607","4"
"052806","V1160",06/22/2019,"1424","2307205","2"
"052807","V1140",06/22/2019,"9225","3526001","1"
"052808","V1160",06/22/2019,"6809","2900702","3"
"052809","V1020",06/22/2019,"9969","2929370","3"
"052810","V1190",06/22/2019,"6938","5220686","3"
"052811","V1080",06/22/2019,"1424","4110003","1"
"052812","V1100",06/22/2019,"5835","4314050","2"
"052813","V1010",06/22/2019,"1424","4115606","2"
"052814","V1230",06/22/2019,"9559","4301875","3"
"052815","V1260",06/22/2019,"6809","5205497","4"
"052816","V1080",06/22/2019,"8465","2305332","4"
"052817","V1060",06/22/2019,"8465","1101484","2"
"052818","V1270",06/22/2019,"8465","2204550","3"
"052819","V1260",06/22/2019,"2341","2505402","1"
"052820","V1200",06/23/2019,"2341","3302858","4"
"052821","V1260",06/23/2019,"6809","4319125","2"
"052822","V1160",06/23/2019,"1682","3167806","2"
"052823","V1210",06/23/2019,"5323","4117305","2"
"052824","V1280",06/23/2019,"1424","5105234","1"
"052825","V1040",06/23/2019,"6938","3537107","1"
"052826","V1240",06/23/2019,"5835","2207306","4"
"052827","V1230",06/23/2019,"6809","2402402","1"
"052828","V1060",06/23/2019,"9225","2304657","3"
"052829","V1240",06/23/2019,"1682","4320263","3"
"052830","V1200",06/23/2019,"9225","4320107","1"
"052831","V1300",06/23/2019,"2341","2406155","3"
"052832","V1170",06/23/2019,"3589","3501202","4"
"052833","V1290",06/23/2019,"1229","3522000","2"
"052834","V1090",06/23/2019,"6719","3511409","2"
"052835","V1280",06/23/2019,"1424","3200805","3"
"052836","V1290",06/23/2019,"2046","2915353","1"
"052837","V1260",06/23/2019,"9232","4104428","2"
"052838","V1260",06/23/2019,"9232","4207601","4"
"052839","V1280",06/23/2019,"9232","2311009","2"
"052840","V1110",06/23/2019,"3081","2104073","1"
"052841","V1210",06/23/2019,"5604","3541901","2"
"052842","V1240",06/23/2019,"8803","4300802","2"
"052843","V1160",06/23/2019,"5956","2914901","2"
"052844","V1190",06/23/2019,"9232","5002902","2"
"052845","V1290",06/23/2019,"4980","2704807","4"
"052846","V1290",06/23/2019,"9559","2114007","2"
"052847","V1060",06/23/2019,"1424","5219100","3"
"052848","V1280",06/23/2019,"5835","3506201","1"
"052849","V1180",06/23/2019,"5604","3150406","1"
"052850","V1050",06/23/2019,"6162","3507803","2"
"052851","V1300",06/23/2019,"8573","2206753","2"
"052852","V1090",06/23/2019,"3794","4312625","2"
"052853","V1290",06/23/2019,"6809","2932309","1"
"052854","V1120",06/23/2019,"1229","2908507","3"
"052855","V1220",06/23/2019,"6938","3145000","2"
"052856","V1280",06/23/2019,"4980","4322004","3"
"052857","V1130",06/23/2019,"6719","3136959","2"
"052858","V1110",06/23/2019,"8573","4123204","4"
"052859","V1150",06/23/2019,"9559","3304706","3"
"052860","V1300",06/23/2019,"9969","3203700","3"
"052861","V1290",06/23/2019,"2341","3549102","2"
"052862","V1050",06/23/2019,"8961","2804300","1"
"052863","V1280",06/23/2019,"4964","1300102","3"
"052864","V1030",06/23/2019,"9559","5003801","1"
"052865","V1290",06/23/2019,"1424","2106706","3"
"052866","V1040",06/23/2019,"5604","2208858","4"
"052867","V1260",06/23/2019,"6162","4209508","1"
"052868","V1170",06/23/2019,"5956","4213351","3"
"052869","V1110",06/23/2019,"6938","4322202","2"
"052870","V1150",06/23/2019,"2046","4209003","4"
"052871","V1200",06/23/2019,"8961","2400307","4"
"052872","V1140",06/23/2019,"9969","3126901","1"
"052873","V1260",06/23/2019,"2341","2501708","3"
"052874","V1180",06/23/2019,"9559","3544400","4"
"052875","V1120",06/23/2019,"5604","4214151","1"
"052876","V1130",06/23/2019,"1229","4321329","1"
"052877","V1240",06/23/2019,"5604","5214507","1"
"052878","V1260",06/24/2019,"4964","3160405","2"
"052879","V1200",06/24/2019,"6809","3144201","1"
"052880","V1010",06/24/2019,"8465","3112604","4"
"052881","V1230",06/24/2019,"6719","3544806","2"
"052882","V1160",06/24/2019,"6162","3121704","4"
"052883","V1170",06/24/2019,"3589","2708204","1"
"052884","V1200",06/24/2019,"3081","4101150","2"
"052885","V1300",06/24/2019,"2046","2211209","1"
"052886","V1070",06/24/2019,"6938","4313656","1"
